Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase	Curve
520.00	27.500	0.72960	1.3706	58.923	62.693	187.96	147.13	163.62	249.70	0.52129	13.668	0.049758	vapor	vapor, P = 27.5 bar
525.00	27.500	0.71845	1.3919	59.684	63.512	189.52	148.10	164.23	252.13	0.50370	13.774	0.050592	vapor	vapor, P = 27.5 bar
530.00	27.500	0.70777	1.4129	60.449	64.335	191.08	149.07	164.86	254.51	0.48706	13.881	0.051437	vapor	vapor, P = 27.5 bar
535.00	27.500	0.69750	1.4337	61.218	65.161	192.64	150.03	165.52	256.84	0.47130	13.987	0.052292	vapor	vapor, P = 27.5 bar
540.00	27.500	0.68763	1.4543	61.991	65.990	194.18	150.99	166.19	259.11	0.45634	14.094	0.053157	vapor	vapor, P = 27.5 bar
545.00	27.500	0.67812	1.4747	62.767	66.823	195.71	151.95	166.88	261.34	0.44214	14.201	0.054032	vapor	vapor, P = 27.5 bar
550.00	27.500	0.66895	1.4949	63.548	67.659	197.24	152.91	167.59	263.52	0.42863	14.308	0.054917	vapor	vapor, P = 27.5 bar
555.00	27.500	0.66010	1.5149	64.333	68.499	198.76	153.87	168.31	265.66	0.41577	14.415	0.055811	vapor	vapor, P = 27.5 bar
560.00	27.500	0.65156	1.5348	65.121	69.342	200.27	154.82	169.03	267.76	0.40350	14.522	0.056715	vapor	vapor, P = 27.5 bar
565.00	27.500	0.64329	1.5545	65.914	70.189	201.78	155.76	169.77	269.82	0.39180	14.629	0.057627	vapor	vapor, P = 27.5 bar
570.00	27.500	0.63529	1.5741	66.711	71.040	203.28	156.70	170.52	271.84	0.38062	14.736	0.058549	vapor	vapor, P = 27.5 bar
575.00	27.500	0.62755	1.5935	67.512	71.894	204.77	157.64	171.27	273.83	0.36992	14.843	0.059480	vapor	vapor, P = 27.5 bar
														
280.00	37.500	10.292	0.097159	12.363	12.727	60.831	96.746	135.13	1033.1	-0.036531	197.54	0.11480	liquid	liquid, P = 37.5 bar
285.00	37.500	10.201	0.098026	13.039	13.406	63.235	97.694	136.49	1007.3	-0.035065	188.47	0.11270	liquid	liquid, P = 37.5 bar
290.00	37.500	10.109	0.098920	13.721	14.092	65.621	98.664	137.89	981.58	-0.033515	179.94	0.11063	liquid	liquid, P = 37.5 bar
295.00	37.500	10.016	0.099844	14.411	14.785	67.990	99.656	139.34	955.90	-0.031873	171.90	0.10859	liquid	liquid, P = 37.5 bar
300.00	37.500	9.9206	0.10080	15.108	15.486	70.344	100.67	140.84	930.28	-0.030130	164.30	0.10659	liquid	liquid, P = 37.5 bar
305.00	37.500	9.8241	0.10179	15.812	16.194	72.685	101.70	142.40	904.69	-0.028276	157.09	0.10462	liquid	liquid, P = 37.5 bar
310.00	37.500	9.7259	0.10282	16.524	16.910	75.014	102.75	144.00	879.13	-0.026296	150.25	0.10268	liquid	liquid, P = 37.5 bar
315.00	37.500	9.6259	0.10389	17.244	17.634	77.331	103.81	145.67	853.58	-0.024177	143.74	0.10078	liquid	liquid, P = 37.5 bar
320.00	37.500	9.5238	0.10500	17.973	18.366	79.638	104.89	147.40	828.03	-0.021901	137.53	0.098907	liquid	liquid, P = 37.5 bar
325.00	37.500	9.4197	0.10616	18.710	19.108	81.937	105.99	149.19	802.45	-0.019446	131.60	0.097072	liquid	liquid, P = 37.5 bar
330.00	37.500	9.3131	0.10738	19.456	19.859	84.229	107.10	151.06	776.82	-0.016788	125.91	0.095272	liquid	liquid, P = 37.5 bar
335.00	37.500	9.2040	0.10865	20.211	20.619	86.516	108.22	153.01	751.12	-0.013896	120.46	0.093507	liquid	liquid, P = 37.5 bar
340.00	37.500	9.0921	0.10999	20.976	21.389	88.797	109.36	155.05	725.32	-0.010734	115.21	0.091776	liquid	liquid, P = 37.5 bar
345.00	37.500	8.9770	0.11140	21.752	22.169	91.076	110.52	157.19	699.37	-0.0072563	110.16	0.090078	liquid	liquid, P = 37.5 bar
350.00	37.500	8.8584	0.11289	22.538	22.961	93.354	111.69	159.46	673.25	-0.0034072	105.27	0.088414	liquid	liquid, P = 37.5 bar
355.00	37.500	8.7359	0.11447	23.335	23.764	95.633	112.87	161.85	646.89	0.00088372	100.54	0.086781	liquid	liquid, P = 37.5 bar
360.00	37.500	8.6091	0.11616	24.144	24.580	97.914	114.08	164.41	620.25	0.0057061	95.940	0.085178	liquid	liquid, P = 37.5 bar
365.00	37.500	8.4772	0.11796	24.966	25.409	100.20	115.30	167.17	593.25	0.011176	91.466	0.083604	liquid	liquid, P = 37.5 bar
370.00	37.500	8.3398	0.11991	25.802	26.252	102.50	116.55	170.16	565.81	0.017448	87.097	0.082056	liquid	liquid, P = 37.5 bar
375.00	37.500	8.1957	0.12202	26.653	27.111	104.80	117.83	173.46	537.83	0.024730	82.816	0.080530	liquid	liquid, P = 37.5 bar
380.00	37.500	8.0439	0.12432	27.521	27.987	107.12	119.14	177.14	509.18	0.033312	78.605	0.079023	liquid	liquid, P = 37.5 bar
385.00	37.500	7.8830	0.12686	28.407	28.883	109.46	120.49	181.32	479.68	0.043611	74.444	0.077530	liquid	liquid, P = 37.5 bar
390.00	37.500	7.7108	0.12969	29.315	29.801	111.83	121.90	186.22	449.14	0.056251	70.307	0.076042	liquid	liquid, P = 37.5 bar
395.00	37.500	7.5244	0.13290	30.248	30.747	114.24	123.39	192.12	417.24	0.072214	66.163	0.074552	liquid	liquid, P = 37.5 bar
400.00	37.500	7.3196	0.13662	31.213	31.725	116.70	124.98	199.59	383.57	0.093151	61.965	0.073044	liquid	liquid, P = 37.5 bar
405.00	37.500	7.0894	0.14105	32.218	32.747	119.24	126.72	209.68	347.48	0.12208	57.646	0.071502	liquid	liquid, P = 37.5 bar
410.00	37.500	6.8213	0.14660	33.280	33.830	121.90	128.68	224.78	307.92	0.16526	53.083	0.069898	liquid	liquid, P = 37.5 bar
415.00	37.500	6.4884	0.15412	34.436	35.014	124.77	131.05	251.74	262.88	0.23841	48.027	0.068206	liquid	liquid, P = 37.5 bar
420.00	37.500	6.0102	0.16639	35.790	36.414	128.12	134.36	323.49	207.39	0.39843	41.747	0.066550	liquid	liquid, P = 37.5 bar
424.39	37.500	4.7382	0.21105	38.112	38.904	134.01	143.84	3106.7	122.85	1.1886	29.559	0.085923	liquid	liquid, P = 37.5 bar
424.39	37.500	3.1167	0.32085	40.577	41.781	140.79	149.03	4045.4	114.67	1.9143	19.022	0.088469	vapor	vapor, P = 37.5 bar
425.00	37.500	2.7247	0.36702	41.402	42.778	143.14	144.94	951.68	120.91	1.9465	17.087	0.061752	vapor	vapor, P = 37.5 bar
430.00	37.500	2.1294	0.46962	43.305	45.066	148.50	138.31	310.42	141.33	1.6583	14.764	0.046969	vapor	vapor, P = 37.5 bar
435.00	37.500	1.9074	0.52428	44.457	46.423	151.64	136.92	244.60	153.63	1.4597	14.181	0.044516	vapor	vapor, P = 37.5 bar
440.00	37.500	1.7641	0.56687	45.445	47.571	154.26	136.59	217.42	163.26	1.3154	13.894	0.043599	vapor	vapor, P = 37.5 bar
445.00	37.500	1.6578	0.60323	46.355	48.617	156.62	136.71	202.40	171.37	1.2027	13.736	0.043275	vapor	vapor, P = 37.5 bar
450.00	37.500	1.5732	0.63563	47.220	49.604	158.83	137.06	192.90	178.46	1.1107	13.650	0.043261	vapor	vapor, P = 37.5 bar
455.00	37.500	1.5032	0.66525	48.056	50.551	160.92	137.56	186.42	184.81	1.0333	13.609	0.043437	vapor	vapor, P = 37.5 bar
460.00	37.500	1.4435	0.69277	48.873	51.471	162.93	138.16	181.79	190.58	0.96688	13.599	0.043741	vapor	vapor, P = 37.5 bar
465.00	37.500	1.3915	0.71864	49.676	52.371	164.88	138.82	178.40	195.90	0.90888	13.611	0.044138	vapor	vapor, P = 37.5 bar
470.00	37.500	1.3456	0.74318	50.470	53.256	166.77	139.54	175.87	200.85	0.85762	13.639	0.044605	vapor	vapor, P = 37.5 bar
475.00	37.500	1.3044	0.76661	51.256	54.131	168.62	140.30	173.96	205.47	0.81187	13.679	0.045127	vapor	vapor, P = 37.5 bar
480.00	37.500	1.2673	0.78910	52.038	54.997	170.44	141.10	172.53	209.83	0.77068	13.729	0.045694	vapor	vapor, P = 37.5 bar
485.00	37.500	1.2334	0.81079	52.816	55.857	172.22	141.92	171.46	213.95	0.73334	13.788	0.046300	vapor	vapor, P = 37.5 bar
490.00	37.500	1.2022	0.83178	53.593	56.712	173.97	142.76	170.68	217.87	0.69929	13.852	0.046937	vapor	vapor, P = 37.5 bar
495.00	37.500	1.1735	0.85215	54.368	57.564	175.70	143.62	170.13	221.60	0.66808	13.922	0.047603	vapor	vapor, P = 37.5 bar
500.00	37.500	1.1468	0.87198	55.144	58.414	177.41	144.50	169.78	225.18	0.63934	13.995	0.048293	vapor	vapor, P = 37.5 bar
505.00	37.500	1.1219	0.89132	55.919	59.262	179.10	145.38	169.57	228.61	0.61277	14.073	0.049006	vapor	vapor, P = 37.5 bar
510.00	37.500	1.0986	0.91022	56.696	60.110	180.77	146.28	169.50	231.91	0.58811	14.154	0.049739	vapor	vapor, P = 37.5 bar
515.00	37.500	1.0767	0.92872	57.474	60.957	182.42	147.18	169.54	235.09	0.56517	14.237	0.050491	vapor	vapor, P = 37.5 bar
520.00	37.500	1.0561	0.94687	58.254	61.805	184.06	148.09	169.67	238.16	0.54374	14.322	0.051260	vapor	vapor, P = 37.5 bar
525.00	37.500	1.0366	0.96468	59.036	62.654	185.69	149.01	169.87	241.14	0.52369	14.410	0.052046	vapor	vapor, P = 37.5 bar
530.00	37.500	1.0181	0.98219	59.821	63.504	187.30	149.93	170.15	244.02	0.50488	14.499	0.052846	vapor	vapor, P = 37.5 bar
535.00	37.500	1.0006	0.99943	60.608	64.355	188.90	150.85	170.48	246.82	0.48720	14.590	0.053661	vapor	vapor, P = 37.5 bar
540.00	37.500	0.98386	1.0164	61.397	65.209	190.49	151.77	170.87	249.54	0.47054	14.681	0.054489	vapor	vapor, P = 37.5 bar
545.00	37.500	0.96792	1.0331	62.190	66.064	192.06	152.69	171.29	252.18	0.45481	14.774	0.055331	vapor	vapor, P = 37.5 bar
550.00	37.500	0.95269	1.0497	62.986	66.922	193.63	153.61	171.76	254.76	0.43994	14.868	0.056185	vapor	vapor, P = 37.5 bar
555.00	37.500	0.93811	1.0660	63.784	67.782	195.19	154.53	172.26	257.28	0.42585	14.963	0.057051	vapor	vapor, P = 37.5 bar
560.00	37.500	0.92414	1.0821	64.587	68.644	196.73	155.45	172.78	259.73	0.41249	15.059	0.057928	vapor	vapor, P = 37.5 bar
565.00	37.500	0.91072	1.0980	65.392	69.510	198.27	156.37	173.34	262.13	0.39980	15.155	0.058817	vapor	vapor, P = 37.5 bar
570.00	37.500	0.89783	1.1138	66.201	70.378	199.80	157.29	173.91	264.48	0.38773	15.252	0.059717	vapor	vapor, P = 37.5 bar
575.00	37.500	0.88542	1.1294	67.014	71.249	201.32	158.20	174.51	266.78	0.37624	15.350	0.060628	vapor	vapor, P = 37.5 bar
